minute,sh,sz
1431,-13.86,-4.33
1432,-13.86,-4.29
1433,-13.85,-4.34
1434,-13.95,-4.49
1435,-14.32,-4.86
1436,-14.67,-4.97
1437,-14.76,-4.95
1438,-14.88,-4.91
1439,-14.85,-4.93
1440,-15.15,-4.95
1441,-15.45,-5.03
1442,-15.58,-5.02
1443,-15.98,-5.02
1444,-15.96,-4.95
1445,-16.02,-4.90
1446,-16.20,-4.97
1447,-16.43,-5.05
1448,-16.57,-5.03
1449,-16.84,-5.09
1450,-17.11,-5.18
1451,-17.83,-5.60
1452,-18.00,-5.74
1453,-17.97,-5.83
1454,-18.39,-6.18
1455,-18.60,-6.32
1456,-18.75,-6.29
1457,-18.94,-6.39
1458,-18.55,-5.98
1459,-18.47,-5.94
1500,-17.77,-5.02
