minute,sh,sz
1354,-7.39,3.26
1355,-7.39,3.26
1356,-7.39,3.26
1357,-7.39,3.37
1358,-7.51,3.37
1359,-7.94,3.22
1400,-7.94,3.22
1401,-7.94,3.22
1402,-7.94,2.81
1403,-8.82,3.33
1404,-8.80,3.34
1405,-8.82,3.42
1406,-8.99,3.52
1407,-9.13,3.60
1408,-9.14,3.72
1409,-9.06,3.94
1410,-9.30,3.89
1411,-9.66,3.71
1412,-9.68,3.72
1413,-9.71,3.71
1414,-9.77,3.74
1415,-9.83,3.83
1416,-9.79,3.85
1417,-9.77,3.88
1418,-10.19,3.59
1419,-10.29,3.52
1420,-10.27,3.51
1421,-10.34,3.53
1422,-10.35,3.49
1423,-10.37,3.58
1424,-10.24,3.62
1425,-10.15,3.76
1426,-10.09,3.83
1427,-10.45,3.68
1428,-10.45,3.68
1429,-10.45,3.68
1430,-10.79,3.39
1431,-11.08,3.05
1432,-10.99,3.19
1433,-10.98,3.14
1434,-10.97,3.21
1435,-11.04,3.17
1436,-11.02,3.11
1437,-11.02,3.10
1438,-11.06,3.08
1439,-11.10,3.03
1440,-11.07,3.00
1441,-11.07,2.94
1442,-11.01,3.08
1443,-11.25,2.89
1444,-11.23,2.83
1445,-11.25,2.87
1446,-11.18,2.98
1447,-11.16,3.09
1448,-11.17,2.96
1449,-11.35,2.81
1450,-11.41,2.71
1451,-11.69,2.43
1452,-11.35,2.39
1453,-11.48,2.46
1454,-11.66,2.20
1455,-11.70,2.43
1456,-11.23,2.43
1457,-11.11,2.33
1458,-10.46,2.68
1459,-10.38,2.74
1500,-9.48,3.58
